排名,国家/地区,GDP总量(人民币核算),所属洲,年份
排名第22,瑞典,￥40539.3324亿元,欧洲国家,2019
排名第23,中国台湾,￥39376.3209亿元,亚洲,2019
排名第24,波兰,￥39113.5122亿元,欧洲国家,2019
排名第25,比利时,￥35757.9978亿元,欧洲国家,2019
排名第26,尼日利亚,￥34914.432亿元,非洲国家,2019
排名第27,泰国,￥32432.1039亿元,亚洲国家,2019
排名第28,奥地利,￥29934.6726亿元,欧洲国家,2019
排名第29,伊朗,￥27667.3698亿元,亚洲国家,2019
排名第30,阿闻酋,￥27530.0088亿元,亚洲国家,2019
排名第31,挪威,￥27275.9235亿元,欧洲国家,2019
排名第32,菲律宾,￥25887.8613亿元,亚洲国家,2019
排名第33,马来西亚,￥24519.9801亿元,亚洲国家,2019
排名第34,爱尔兰,￥24511.2567亿元,欧洲国家,2019
排名第35,南非,￥24364.0005亿元,非洲国家,2019
排名第36,以色列,￥24350.004亿元,亚洲国家,2019
排名第37,丹麦,￥23816.1189亿元,欧洲国家,2019
排名第38,中国香港,￥23325.7206亿元,亚洲,2019
排名第39,哥伦比亚,￥22186.9914亿元,美洲国家,2019
排名第40,新加坡,￥21380.0769亿元,亚洲国家,2019
排名第41,孟加拉国,￥19461.1893亿元,亚洲国家,2019
排名第42,芬兰,￥18411.0612亿元,欧洲国家,2019
排名第43,智利,￥18037.7127亿元,美洲国家,2019
排名第44,越南,￥16643.9217亿元,亚洲国家,2019
排名第45,捷克,￥16412.7516亿元,欧洲国家,2019
排名第46,秘鲁,￥15302.2107亿元,美洲国家,2019
排名第47,葡萄牙,￥14964.1464亿元,欧洲国家,2019
排名第48,希腊,￥14963.8209亿元,欧洲国家,2019
排名第49,新西兰,￥14744.3037亿元,大洋州国家,2019
排名第50,伊拉克,￥13823.0085亿元,亚洲国家,2019
排名第51,卡塔尔,￥12491.0625亿元,亚洲国家,2019
排名第52,阿尔及利亚,￥12069.2796亿元,非洲国家,2019
排名第53,委内瑞拉,￥12032.9538亿元,美洲国家,2019
排名第54,哈萨克斯坦,￥12025.5324亿元,亚洲国家,2019
排名第55,苏丹,￥11251.9491亿元,非洲国家,2019
排名第56,匈牙利,￥9830.8161亿元,欧洲国家,2019
排名第57,安哥拉,￥9132.2931亿元,非洲国家,2019
排名第58,科威特,￥8738.8287亿元,亚洲国家,2019
排名第59,摩洛哥,￥8195.6994亿元,非洲国家,2019
排名第60,乌克兰,￥7732.7733亿元,欧洲国家,2019
排名第61,斯洛伐克,￥7168.9422亿元,欧洲国家,2019
排名第62,厄瓜多尔,￥6605.3064亿元,美洲国家,2019
排名第63,波多黎各,￥6565.6605亿元,美洲,2019
排名第64,埃塞俄比亚,￥6186.7785亿元,非洲国家,2019
排名第65,斯里兰卡,￥6122.655亿元,亚洲国家,2019
排名第66,肯尼亚,￥6099.0888亿元,非洲国家,2019
排名第67,多米尼加共和国,￥5485.0005亿元,,2019
排名第68,缅甸,￥5349.7878亿元,亚洲国家,2019
排名第69,阿曼,￥5224.6656亿元,亚洲国家,2019
排名第70,危地马拉,￥5182.3506亿元,美洲国家,2019
排名第71,卢森堡,￥4711.2219亿元,欧洲国家,2019
排名第72,乌兹别克斯坦,￥4699.9596亿元,亚洲国家,2019
排名第73,乌拉圭,￥4527.4446亿元,美洲国家,2019
排名第74,巴拿马,￥4493.6577亿元,美洲国家,2019
排名第75,保加利亚,￥4182.8703亿元,欧洲国家,2019
排名第76,坦桑尼亚,￥4015.1727亿元,非洲国家,2019
排名第77,克罗地亚,￥3931.9098亿元,欧洲国家,2019
排名第78,中国澳门,￥3848.9724亿元,亚洲,2019
排名第79,利比亚,￥3790.7079亿元,非洲国家,2019
排名第80,黎巴嫩,￥3734.6568亿元,亚洲国家,2019
排名第81,白俄罗斯,￥3667.1481亿元,欧洲国家,2019
排名第82,斯洛文尼亚,￥3565.2666亿元,欧洲国家,2019
排名第83,立陶宛,￥3544.5648亿元,欧洲国家,2019
排名第84,加纳,￥3441.3813亿元,非洲国家,2019
排名第85,土库曼斯坦,￥3354.0822亿元,亚洲国家,2019
排名第86,科特迪瓦,￥3237.2277亿元,非洲国家,2019
排名第87,阿塞拜疆,￥3007.6851亿元,亚洲国家,2019
排名第88,约旦,￥2916.0894亿元,亚洲国家,2019
排名第89,玻利维亚,￥2885.1018亿元,美洲国家,2019
排名第90,突尼斯,￥2685.5052亿元,非洲国家,2019
排名第91,巴林,￥2385.1338亿元,亚洲国家,2019
排名第92,拉脱维亚,￥2333.3793亿元,欧洲国家,2019
排名第93,喀麦隆,￥2301.0897亿元,非洲国家,2019
排名第94,巴拉圭,￥2103.9669亿元,美洲国家,2019
排名第95,冰岛,￥2023.3731亿元,欧洲国家,2019
排名第96,乌干达,￥2002.8015亿元,非洲国家,2019
排名第97,爱沙尼亚,￥1993.8828亿元,欧洲国家,2019
排名第98,萨尔瓦多,￥1951.3074亿元,美洲国家,2019
排名第99,也门,￥1865.2452亿元,亚洲国家,2019
排名第100,赞比亚,￥1838.5542亿元,非洲国家,2019
排名第101,尼泊尔,￥1817.8524亿元,亚洲国家,2019
排名第102,柬埔寨,￥1729.4466亿元,亚洲国家,2019
排名第103,洪都拉斯,￥1576.9824亿元,美洲国家,2019
排名第104,巴布亚新几内亚,￥1570.1469亿元,大洋州国家,2019
排名第105,阿富汗,￥1556.2806亿元,亚洲国家,2019
排名第106,塞浦路斯,￥1553.0907亿元,亚洲国家,2019
排名第107,特立尼达和多巴哥,￥1403.6862亿元,美洲国家,2019
排名第108,津巴布韦,￥1341.1251亿元,非洲国家,2019
排名第109,老挝,￥1330.9044亿元,亚洲国家,2019
排名第110,塞内加尔,￥1274.5278亿元,非洲国家,2019
排名第111,波斯尼亚和黑塞哥维那,￥1266.0648亿元,,2019
排名第112,博茨瓦纳,￥1185.9918亿元,非洲国家,2019
排名第113,格鲁吉亚,￥1174.8597亿元,亚洲国家,2019
排名第114,马里,￥1126.1649亿元,非洲国家,2019
排名第115,加蓬,￥1074.6708亿元,非洲国家,2019
排名第116,布基纳法索,￥1040.1678亿元,非洲国家,2019
排名第117,莫桑比克,￥1036.9779亿元,非洲国家,2019
排名第118,牙买加,￥1023.372亿元,美洲国家,2019
排名第119,尼加拉瓜,￥1011.5238亿元,美洲国家,2019
排名第120,阿尔巴尼亚,￥968.4927亿元,欧洲国家,2019
排名第121,马耳他,￥922.1415亿元,欧洲国家,2019
排名第122,纳米比亚,￥912.7671亿元,非洲国家,2019
排名第123,毛里求斯,￥885.0345亿元,非洲国家,2019
排名第124,马斯顿,￥847.2114亿元,欧洲,2019
排名第125,文莱,￥834.8424亿元,亚洲国家,2019
排名第126,蒙古,￥810.5601亿元,亚洲国家,2019
排名第127,亚美尼亚,￥787.9053亿元,亚洲国家,2019
排名第128,马达加斯加,￥781.7859亿元,非洲国家,2019
排名第129,贝宁,￥752.4258亿元,非洲国家,2019
排名第130,乍得,￥695.5935亿元,非洲国家,2019
排名第131,几内亚,￥690.9714亿元,非洲国家,2019
排名第132,赤道几内亚,￥646.6383亿元,非洲国家,2019
排名第133,巴哈马,￥645.4665亿元,美洲国家,2019
排名第134,卢旺达,￥642.4719亿元,非洲国家,2019
排名第135,海地,￥617.9292亿元,美洲国家,2019
排名第136,摩尔多瓦,￥605.1696亿元,欧洲国家,2019
排名第137,尼日尔,￥604.2582亿元,非洲国家,2019
排名第138,刚果,￥526.8543亿元,非洲国家,2019
排名第139,厄立特里亚,￥505.4364亿元,非洲国家,2019
排名第140,吉尔吉斯斯坦,￥503.5485亿元,亚洲国家,2019
排名第141,塔吉克斯坦,￥495.2157亿元,亚洲国家,2019
排名第142,马拉维,￥463.3167亿元,非洲国家,2019
排名第143,索马里,￥458.0436亿元,非洲国家,2019
排名第144,多哥,￥375.2364亿元,非洲国家,2019
排名第145,斐济,￥373.5438亿元,大洋州国家,2019
排名第146,巴巴多斯,￥344.8347亿元,美洲国家,2019
排名第147,毛里塔尼亚,￥339.9522亿元,非洲国家,2019
排名第148,马尔代夫,￥335.7858亿元,亚洲国家,2019
排名第149,布隆迪,￥296.0748亿元,非洲国家,2019
排名第150,塞拉利昂,￥287.5467亿元,非洲国家,2019
排名第151,苏里南,￥285.0078亿元,美洲国家,2019
排名第152,斯威士兰,￥263.8503亿元,非洲国家,2019
排名第153,圭亚那,￥254.4108亿元,美洲国家,2019
排名第154,不丹,￥198.4899亿元,亚洲国家,2019
排名第155,莱索托,￥198.2946亿元,非洲国家,2019
排名第156,吉布提,￥164.5728亿元,非洲国家,2019
排名第157,中非,￥162.4245亿元,非洲国家,2019
排名第158,利比里亚,￥152.2038亿元,非洲国家,2019
排名第159,佛得角,￥129.6141亿元,非洲国家,2019
排名第160,伯利兹,￥128.898亿元,美洲国家,2019
排名第161,圣卢西亚,￥120.1095亿元,美洲国家,2019
排名第162,圣马力诺,￥115.1619亿元,欧洲国家,2019
排名第163,安提瓜和巴布达,￥108.9123亿元,美洲国家,2019
排名第164,塞舌尔,￥107.415亿元,非洲国家,2019
排名第165,几内亚比绍,￥101.3607亿元,非洲国家,2019
排名第166,所罗门群岛,￥94.8507亿元,大洋州国家,2019
排名第167,格林纳达,￥78.9663亿元,美洲国家,2019
排名第168,冈比亚,￥75.1254亿元,,2019
排名第169,圣基茨和尼维斯,￥67.9644亿元,美洲国家,2019
排名第170,瓦努阿图,￥62.0403亿元,大洋州国家,2019
排名第171,西萨摩亚,￥58.6551亿元,大洋州国家,2019
排名第172,圣文森特和格林纳丁斯,￥57.939亿元,美洲国家,2019
排名第173,科摩罗,￥50.8431亿元,非洲国家,2019
排名第174,多米尼克,￥42.6405亿元,美洲国家,2019
排名第175,汤加,￥29.8158亿元,大洋州国家,2019
排名第176,圣多美和普林西比Sao,￥28.7742亿元,,2019
排名第177,贝劳,￥23.9568亿元,,2019
排名第178,密克罗尼西亚,￥22.3944亿元,大洋州国家,2019
排名第179,马绍尔群岛,￥13.7361亿元,大洋州国家,2019
排名第180,基里巴斯,￥13.4106亿元,大洋州国家,2019
排名第181,瑙鲁,￥7.6818亿元,大洋州国家,2019
排名第182,图瓦卢,￥2.7993亿元,大洋州国家,2019
排名第183,叙利亚,￥0亿元,亚洲国家,2019
排名第184,巴基斯坦,￥0亿元,亚洲国家,2019
排名第185,埃及,￥0亿元,非洲国家,2019
排名第1,美国,￥1507309.38468亿元,美洲国家,2020
排名第2,中国,￥1073018.20244亿元,亚洲国家,2020
排名第3,日本,￥364283.01092亿元,亚洲国家,2020
排名第4,德国,￥290604.2524亿元,欧洲国家,2020
排名第5,印度,￥222503.13052亿元,亚洲国家,2020
排名第6,法国,￥205256.2004亿元,欧洲国家,2020
排名第7,英国,￥193450.29484亿元,欧洲国家,2020
排名第8,巴西,￥165857.41452亿元,美洲国家,2020
排名第9,意大利,￥149045.1592亿元,欧洲国家,2020
排名第10,加拿大,￥131587.79128亿元,美洲国家,2020
排名第11,韩国,￥119912.28816亿元,亚洲国家,2020
排名第12,俄罗斯,￥114031.75908亿元,欧洲国家,2020
排名第13,澳大利亚,￥112562.83424亿元,大洋州国家,2020
排名第14,西班牙,￥105812.95556亿元,欧洲国家,2020
排名第15,墨西哥,￥96105.90832亿元,美洲国家,2020
排名第16,印度尼西亚,￥89062.79664亿元,亚洲国家,2020
排名第17,土耳其,￥70300.71436亿元,亚洲国家,2020
排名第18,荷兰,￥65679.638264亿元,欧洲国家,2020
排名第19,阿根廷,￥52788.563616亿元,美洲国家,2020
排名第20,沙特阿拉伯,￥52505.26604亿元,亚洲国家,2020
排名第21,瑞士,￥51728.509072亿元,欧洲国家,2020
排名第22,瑞典,￥44910.87632亿元,欧洲国家,2020
排名第23,波兰,￥43659.702856亿元,欧洲国家,2020
排名第24,中国台湾,￥43139.473016亿元,亚洲,2020
排名第25,尼日利亚,￥40627.673636亿元,非洲国家,2020
排名第26,比利时,￥39218.844312亿元,欧洲国家,2020
排名第27,泰国,￥36369.792484亿元,亚洲国家,2020
排名第28,奥地利,￥32894.118984亿元,欧洲国家,2020
排名第29,伊朗,￥31437.751416亿元,亚洲国家,2020
排名第30,阿闻酋,￥30766.35134亿元,亚洲国家,2020
排名第31,菲律宾,￥30497.887904亿元,亚洲国家,2020
排名第32,挪威,￥29584.656848亿元,欧洲国家,2020
排名第33,马来西亚,￥28633.477992亿元,亚洲国家,2020
排名第34,爱尔兰,￥27312.618568亿元,欧洲国家,2020
排名第35,南非,￥26880.8416亿元,非洲国家,2020
排名第36,以色列,￥26858.07292亿元,亚洲国家,2020
排名第37,丹麦,￥26244.3535亿元,欧洲国家,2020
排名第38,中国香港,￥25579.57704亿元,亚洲,2020
排名第39,哥伦比亚,￥24864.77848亿元,美洲国家,2020
排名第40,新加坡,￥23487.204344亿元,亚洲国家,2020
排名第41,孟加拉国,￥22519.60444亿元,亚洲国家,2020
排名第42,芬兰,￥20242.874432亿元,欧洲国家,2020
排名第43,智利,￥20020.017352亿元,美洲国家,2020
排名第44,越南,￥19166.467836亿元,亚洲国家,2020
排名第45,捷克,￥18390.400828亿元,欧洲国家,2020
排名第46,秘鲁,￥17190.00842亿元,美洲国家,2020
排名第47,希腊,￥16453.200136亿元,欧洲国家,2020
排名第48,葡萄牙,￥16391.7247亿元,欧洲国家,2020
排名第49,新西兰,￥16376.752568亿元,大洋州国家,2020
排名第50,伊拉克,￥15513.198632亿元,亚洲国家,2020
排名第51,卡塔尔,￥14109.544008亿元,亚洲国家,2020
排名第52,苏丹,￥13974.242852亿元,非洲国家,2020
排名第53,哈萨克斯坦,￥13810.446348亿元,亚洲国家,2020
排名第54,委内瑞拉,￥13286.076748亿元,美洲国家,2020
排名第55,阿尔及利亚,￥13229.707016亿元,非洲国家,2020
排名第56,匈牙利,￥10849.827988亿元,欧洲国家,2020
排名第57,安哥拉,￥10015.528356亿元,非洲国家,2020
排名第58,科威特,￥9873.051616亿元,亚洲国家,2020
排名第59,摩洛哥,￥9216.1407亿元,非洲国家,2020
排名第60,乌克兰,￥8850.668888亿元,欧洲国家,2020
排名第61,斯洛伐克,￥8014.989336亿元,欧洲国家,2020
排名第62,厄瓜多尔,￥7169.581348亿元,美洲国家,2020
排名第63,埃塞俄比亚,￥7142.189936亿元,非洲国家,2020
排名第64,斯里兰卡,￥7006.957776亿元,亚洲国家,2020
排名第65,肯尼亚,￥6982.05022亿元,非洲国家,2020
排名第66,波多黎各,￥6923.472616亿元,美洲,2020
排名第67,缅甸,￥6290.158332亿元,亚洲国家,2020
排名第68,多米尼加共和国,￥6161.411796亿元,,2020
排名第69,危地马拉,￥5865.970924亿元,美洲国家,2020
排名第70,阿曼,￥5799.527776亿元,亚洲国家,2020
排名第71,乌兹别克斯坦,￥5288.681392亿元,亚洲国家,2020
排名第72,卢森堡,￥5256.391264亿元,欧洲国家,2020
排名第73,巴拿马,￥5149.51646亿元,美洲国家,2020
排名第74,乌拉圭,￥5074.379816亿元,美洲国家,2020
排名第75,利比亚,￥4998.346224亿元,非洲国家,2020
排名第76,保加利亚,￥4652.40028亿元,欧洲国家,2020
排名第77,坦桑尼亚,￥4633.0814亿元,非洲国家,2020
排名第78,克罗地亚,￥4337.502536亿元,欧洲国家,2020
排名第79,中国澳门,￥4329.981972亿元,亚洲,2020
排名第80,黎巴嫩,￥4130.44554亿元,亚洲国家,2020
排名第81,白俄罗斯,￥4065.24432亿元,欧洲国家,2020
排名第82,立陶宛,￥3977.412412亿元,欧洲国家,2020
排名第83,土库曼斯坦,￥3946.91618亿元,亚洲国家,2020
排名第84,斯洛文尼亚,￥3924.906456亿元,欧洲国家,2020
排名第85,加纳,￥3892.40934亿元,非洲国家,2020
排名第86,科特迪瓦,￥3738.54826亿元,非洲国家,2020
排名第87,阿塞拜疆,￥3436.621764亿元,亚洲国家,2020
排名第88,玻利维亚,￥3320.4325亿元,美洲国家,2020
排名第89,约旦,￥3259.785016亿元,亚洲国家,2020
排名第90,突尼斯,￥3006.914676亿元,非洲国家,2020
排名第91,巴林,￥2623.158924亿元,亚洲国家,2020
排名第92,拉脱维亚,￥2614.051452亿元,欧洲国家,2020
排名第93,喀麦隆,￥2612.326552亿元,非洲国家,2020
排名第94,乌干达,￥2370.426576亿元,非洲国家,2020
排名第95,巴拉圭,￥2363.45798亿元,美洲国家,2020
排名第96,爱沙尼亚,￥2243.128956亿元,欧洲国家,2020
排名第97,冰岛,￥2233.883492亿元,欧洲国家,2020
排名第98,萨尔瓦多,￥2152.813192亿元,美洲国家,2020
排名第99,也门,￥2078.15952亿元,亚洲国家,2020
排名第100,尼泊尔,￥2066.223212亿元,亚洲国家,2020
排名第101,赞比亚,￥2036.830916亿元,非洲国家,2020
排名第102,柬埔寨,￥1997.08922亿元,亚洲国家,2020
排名第103,阿富汗,￥1762.433824亿元,亚洲国家,2020
排名第104,巴布亚新几内亚,￥1741.873016亿元,大洋州国家,2020
排名第105,洪都拉斯,￥1718.34538亿元,美洲国家,2020
排名第106,塞浦路斯,￥1712.48072亿元,亚洲国家,2020
排名第107,特立尼达和多巴哥,￥1552.823976亿元,美洲国家,2020
排名第108,老挝,￥1543.09554亿元,亚洲国家,2020
排名第109,津巴布韦,￥1478.860264亿元,非洲国家,2020
排名第110,塞内加尔,￥1472.443636亿元,非洲国家,2020
排名第111,波斯尼亚和黑塞哥维那,￥1404.965548亿元,,2020
排名第112,格鲁吉亚,￥1346.042964亿元,亚洲国家,2020
排名第113,博茨瓦纳,￥1304.990344亿元,非洲国家,2020
排名第114,马里,￥1261.867844亿元,非洲国家,2020
排名第115,加蓬,￥1209.84486亿元,非洲国家,2020
排名第116,布基纳法索,￥1198.8055亿元,非洲国家,2020
排名第117,莫桑比克,￥1193.147828亿元,非洲国家,2020
排名第118,牙买加,￥1145.195608亿元,美洲国家,2020
排名第119,尼加拉瓜,￥1144.98862亿元,美洲国家,2020
排名第120,阿尔巴尼亚,￥1090.82676亿元,欧洲国家,2020
排名第121,马耳他,￥1032.87012亿元,欧洲国家,2020
排名第122,纳米比亚,￥1020.519836亿元,非洲国家,2020
排名第123,毛里求斯,￥990.575572亿元,非洲国家,2020
排名第124,文莱,￥952.558776亿元,亚洲国家,2020
排名第125,马斯顿,￥951.661828亿元,欧洲,2020
排名第126,蒙古,￥914.128004亿元,亚洲国家,2020
排名第127,马达加斯加,￥889.772416亿元,非洲国家,2020
排名第128,亚美尼亚,￥876.93916亿元,亚洲国家,2020
排名第129,贝宁,￥867.210724亿元,非洲国家,2020
